src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.50.20,192.168.50.10,22,38180,6,2026-09-08 09:04:50,1.5131139755249023,2208.690193903373,9.913331211415498,5.947998726849299,3.9653324845661992,9,6,2698,644,1042,66,299.77777777777777,397.3740968401264,202,66,107.33333333333333,46.970439876822766,1042,66,222.8,323.28711697189544,104514.56,180,120,20,5,0.10807956968035017,1.4297997951507568,0.0,0.36677616326014023,1.51296067237854,1.4297997951507568,0.0,0.1891200840473175,0.4691859123664083,1.5091159343719482,1.4653966426849365,0.0018436908721923828,0.30182318687438964,0.5819340456074273,5,4,0,0,2,0,0,9,15,0,0,0.6666666666666666,222.8,114,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.77777777777777,107.33333333333333,0,9,6,2698,644
192.168.50.10,192.168.50.20,38190,22,6,2026-09-08 09:04:52,1.836632490158081,3636.5467973536342,15.245292757284288,7.622646378642144,7.622646378642144,14,14,3389,3290,1810,66,242.07142857142858,446.6383107305563,1042,66,235.0,309.7489767076375,1810,66,238.53571428571428,384.3534907703414,147727.60586734692,280,280,20,8,0.0680234255614104,1.7082161903381348,0.0,0.32181687524522373,1.836632490158081,1.7420103549957275,0.0,0.14127942231985238,0.4622370381225962,1.835883378982544,1.7082161903381348,0.00024390220642089844,0.14122179838327262,0.4525831201790406,8,7,0,0,2,3,0,15,26,0,0,1.0,238.53571428571428,64240,5792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.07142857142858,235.0,0,14,14,3389,3290
192.168.50.10,192.168.50.20,38198,22,6,2026-09-08 09:04:54,2.153864860534668,3100.9373533035996,12.999887092753525,6.4999435463767625,6.4999435463767625,14,14,3389,3290,1810,66,242.07142857142858,446.6383107305563,1042,66,235.0,309.7489767076375,1810,66,238.53571428571428,384.3534907703414,147727.60586734692,280,280,20,8,0.07977277261239511,1.9774298667907715,0.0,0.3723371880507965,2.153864860534668,2.0157885551452637,0.0,0.16568191234882063,0.5343365613541742,2.1530754566192627,1.9774298667907715,0.0007128715515136719,0.1656211889707125,0.5234560647258866,8,7,0,0,2,3,0,15,26,0,0,1.0,238.53571428571428,64240,5792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.07142857142858,235.0,0,14,14,3389,3290
192.168.50.10,192.168.50.20,38212,22,6,2026-09-08 09:04:56,2.1003777980804443,3211.327031815096,13.80703986992406,7.1415723465124445,6.665467523411615,15,14,3455,3290,1810,66,230.33333333333334,433.7230555191745,1042,66,235.0,309.7489767076375,1810,66,232.58620689655172,378.9784378582433,143624.6563614744,300,280,20,8,0.0750134927885873,1.9287447929382324,0.0,0.35692633679120267,2.1003777980804443,1.9635188579559326,0.0,0.1500269855771746,0.503156185654737,2.0980818271636963,1.9287447929382324,7.152557373046875e-07,0.1613909097818228,0.5105162324400339,8,7,0,0,2,3,0,15,27,0,0,0.9333333333333333,232.58620689655172,64240,5792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.33333333333334,235.0,0,15,14,3455,3290
192.168.50.10,192.168.50.20,38226,22,6,2026-09-08 09:04:58,1.65771484375,4068.854197349043,17.493961708394696,9.04860088365243,8.445360824742268,15,14,3455,3290,1810,66,230.33333333333334,433.7230555191745,1042,66,235.0,309.7489767076375,1810,66,232.58620689655172,378.9784378582433,143624.6563614744,300,280,20,8,0.0592041015625,1.527937412261963,0.0,0.28283131955044766,1.65771484375,1.5638911724090576,0.0,0.118408203125,0.40105454127158047,1.6549429893493652,1.527937412261963,0.0007030963897705078,0.1273033068730281,0.4045679981681733,8,7,0,0,2,3,0,15,27,0,0,0.9333333333333333,232.58620689655172,64240,5792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.33333333333334,235.0,0,15,14,3455,3290
192.168.50.10,192.168.50.20,42076,22,6,2026-09-08 09:05:00,2.2841074466705322,2924.118131892507,12.25861771118284,6.12930885559142,6.12930885559142,14,14,3389,3290,1810,66,242.07142857142858,446.6383107305563,1042,66,235.0,309.7489767076375,1810,66,238.53571428571428,384.3534907703414,147727.60586734692,280,280,20,8,0.0845965720989086,2.128622531890869,0.0,0.4010133483584392,2.2841074466705322,2.170036554336548,0.0,0.17570057282081017,0.5758815246657404,2.2830746173858643,2.128622531890869,0.00030541419982910156,0.17562112441429725,0.5640713037015185,8,7,0,0,2,3,0,15,26,0,0,1.0,238.53571428571428,64240,5792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.07142857142858,235.0,0,14,14,3389,3290
192.168.50.10,192.168.50.20,42080,22,6,2026-09-08 09:05:02,1.8802518844604492,3552.1836490096557,14.891621825463446,7.445810912731723,7.445810912731723,14,14,3389,3290,1810,66,242.07142857142858,446.6383107305563,1042,66,235.0,309.7489767076375,1810,66,238.53571428571428,384.3534907703414,147727.60586734692,280,280,20,8,0.06963895868372035,1.7505347728729248,0.0,0.32979209217933103,1.8802518844604492,1.7855195999145508,0.0,0.14463476034311148,0.4738091355673441,1.8798847198486328,1.7505347728729248,0.0006463527679443359,0.14460651691143328,0.46380523887264163,8,7,0,0,2,3,0,15,26,0,0,1.0,238.53571428571428,64240,5792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.07142857142858,235.0,0,14,14,3389,3290
192.168.50.10,192.168.50.20,42088,22,6,2026-09-08 09:05:04,1.8326992988586426,3644.3512605474925,15.278010973997574,7.639005486998787,7.639005486998787,14,14,3389,3290,1810,66,242.07142857142858,446.6383107305563,1042,66,235.0,309.7489767076375,1810,66,238.53571428571428,384.3534907703414,147727.60586734692,280,280,20,8,0.06787775180957935,1.6804296970367432,0.0,0.3164388651811865,1.8326992988586426,1.7225348949432373,0.0,0.1409768691429725,0.4567239183095757,1.8315093517303467,1.6804296970367432,0.000759124755859375,0.14088533474848822,0.44470860345664204,8,7,0,0,2,3,0,15,26,0,0,1.0,238.53571428571428,64240,5792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.07142857142858,235.0,0,14,14,3389,3290
192.168.50.10,192.168.50.20,42090,22,6,2026-09-08 09:05:06,2.0884063243865967,3229.735478789613,13.886186639718128,7.182510330888687,6.703676308829441,15,14,3455,3290,1810,66,230.33333333333334,433.7230555191745,1042,66,235.0,309.7489767076375,1810,66,232.58620689655172,378.9784378582433,143624.6563614744,300,280,20,8,0.07458594015666417,1.958155632019043,0.0,0.36263361014474316,2.0884063243865967,1.9965636730194092,0.0,0.14917188031332834,0.5125030379605545,2.0861799716949463,1.958155632019043,0.0007448196411132812,0.1604753824380728,0.5191498465980909,8,7,0,0,2,3,0,15,27,0,0,0.9333333333333333,232.58620689655172,64240,5792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.33333333333334,235.0,0,15,14,3455,3290
192.168.50.10,192.168.50.20,42096,22,6,2026-09-08 09:05:08,1.7556266784667969,3879.5263728551345,17.08791531135722,9.113554832723851,7.97436047863337,16,14,3521,3290,1810,66,220.0625,421.83030781790677,1042,66,235.0,309.7489767076375,1810,66,227.03333333333333,373.8065884325149,139731.3655555556,320,280,20,8,0.060538850981613684,1.55810546875,0.0,0.2832966064129742,1.7556266784667969,1.5948350429534912,0.0,0.11704177856445312,0.3952956923522099,1.7539050579071045,1.55810546875,4.76837158203125e-07,0.1349157736851619,0.41153818022688066,8,7,0,0,2,3,0,15,28,0,0,0.875,227.03333333333333,64240,5792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.0625,235.0,0,16,14,3521,3290
